epoch,step,train_loss,val_loss,val_mae
2,889,0.03170373663306236,,
2,899,0.014105403795838356,,
2,909,0.02263224497437477,,
2,919,0.015089873224496841,,
2,929,0.025849390774965286,,
2,939,0.02239355258643627,,
2,949,0.05265502631664276,,
2,959,0.02802015095949173,,
2,969,0.01774110272526741,,
2,979,0.07658707350492477,,
2,989,0.033906351774930954,,
2,999,0.022579273208975792,,
2,1009,0.03297188878059387,,
2,1019,0.03080086037516594,,
2,1029,0.0370342880487442,,
2,1039,0.0202027577906847,,
2,1049,0.01770777627825737,,
2,1059,0.016838043928146362,,
2,1069,0.046578168869018555,,
2,1079,0.06722713261842728,,
2,1089,0.017526887357234955,,
2,1099,0.056914426386356354,,
2,1109,0.02350209653377533,,
2,1119,0.04568987339735031,,
2,1129,0.007858563214540482,,
2,1139,0.0173393152654171,,
2,1142,,0.04990290850400925,0.09742680937051773
3,1149,0.06785425543785095,,
3,1159,0.01975063607096672,,
3,1169,0.0626518651843071,,
3,1179,0.03225380554795265,,
3,1189,0.013032049871981144,,
3,1199,0.015313911251723766,,
3,1209,0.04982577636837959,,
3,1219,0.0352846197783947,,
3,1229,0.01229887455701828,,
3,1239,0.01329239271581173,,
3,1249,0.01838565245270729,,
3,1259,0.06925399601459503,,
3,1269,0.013025747612118721,,
3,1279,0.015691179782152176,,
3,1289,0.013243998400866985,,
3,1299,0.015189000405371189,,
3,1309,0.026842311024665833,,
3,1319,0.008584636263549328,,
3,1329,0.01726912148296833,,
3,1339,0.012094343081116676,,
3,1349,0.017892610281705856,,
3,1359,0.061963677406311035,,
3,1369,0.03136246278882027,,
3,1379,0.01613742485642433,,
3,1389,0.013265127316117287,,
3,1399,0.005448104813694954,,
3,1409,0.012913252227008343,,
3,1419,0.07273627817630768,,
3,1429,0.021055711433291435,,
3,1439,0.040524717420339584,,
3,1449,0.0348200760781765,,
3,1459,0.015704132616519928,,
3,1469,0.11477872729301453,,
3,1479,0.020066043362021446,,
3,1489,0.006586922332644463,,
3,1499,0.025439469143748283,,
3,1509,0.01416369155049324,,
3,1519,0.0037204145919531584,,
3,1523,,0.04010021686553955,0.08783327043056488
4,1529,0.03564679995179176,,
4,1539,0.013115712441504002,,
4,1549,0.012191152200102806,,
4,1559,0.011222872883081436,,
4,1569,0.014594036154448986,,
4,1579,0.03652181848883629,,
4,1589,0.009285088628530502,,
4,1599,0.007248616777360439,,
4,1609,0.020976779982447624,,
4,1619,0.033412083983421326,,
4,1629,0.00841526873409748,,
4,1639,0.02214782126247883,,
4,1649,0.028622251003980637,,
4,1659,0.025024939328432083,,
4,1669,0.03221815451979637,,
4,1679,0.006997906137257814,,
4,1689,0.006873773876577616,,
4,1699,0.00963290873914957,,
4,1709,0.016263850033283234,,
4,1719,0.03990095108747482,,
4,1729,0.027039792388677597,,
4,1739,0.014371040277183056,,
4,1749,0.023157687857747078,,
4,1759,0.01991703175008297,,
4,1769,0.018565073609352112,,
4,1779,0.04405459761619568,,
4,1789,0.02575976774096489,,
4,1799,0.010611502453684807,,
4,1809,0.014346102252602577,,
4,1819,0.008672256954014301,,
4,1829,0.011428949423134327,,
4,1839,0.012651942670345306,,
4,1849,0.009941848926246166,,
4,1859,0.014192309230566025,,
4,1869,0.009836818091571331,,
4,1879,0.011482931673526764,,
4,1889,0.02423052303493023,,
4,1899,0.023576345294713974,,
4,1904,,0.03719719126820564,0.08436274528503418
