Price,Close,High,Low,Open,Volume
Ticker,NEE,NEE,NEE,NEE,NEE
Date,,,,,
2006-05-30,5.409961223602295,5.465348803875895,5.382267433465494,5.436270033713943,6341600
2006-05-31,5.515197277069092,5.57750764185797,5.44042420546433,5.483349076477549,30107200
2006-06-01,5.573357582092285,5.588589202855954,5.466736764962056,5.490276686564668,11884400
2006-06-02,5.6495137214660645,5.656437039630732,5.547047344912212,5.602434418444875,12603200
2006-06-05,5.663364410400391,5.6938271349253675,5.628747269819008,5.64951723723845,20156000
2006-06-06,5.693821907043457,5.693821907043457,5.5761239484194505,5.659204798246377,17918400
2006-06-07,5.69452428817749,5.756010984289369,5.65120378880144,5.67356263584912,13090400
2006-06-08,5.765789985656738,5.781161785060088,5.66936760723121,5.694521363877293,21101600
2006-06-09,5.84125280380249,5.865009372743376,5.757407281476985,5.765791513863438,16530400
2006-06-12,5.84125280380249,5.865009372743376,5.817496767938436,5.86081672347332,13433200
2006-06-13,5.789549827575684,5.860818489722606,5.76998590200896,5.839857369362684,16013200
2006-06-14,5.711291790008545,5.785355884524594,5.66936902944062,5.785355884524594,28645200
2006-06-15,5.749022960662842,5.785356414070391,5.660984782258106,5.736446078033595,15852800
2006-06-16,5.764394283294678,5.785355930282844,5.721073794954987,5.729458560365619,8340000
2006-06-19,5.715487480163574,5.795140927545564,5.677756815654668,5.795140927545564,6878000
2006-06-20,5.719676971435547,5.732253853828522,5.681946324256621,5.694523206649595,7334000
2006-06-21,5.704305171966553,5.74622793562026,5.666574524755158,5.712689937928039,6104000
2006-06-22,5.673562049865723,5.715485350192494,5.612075360104384,5.68334401112146,7509600
2006-06-23,5.659587383270264,5.709894911969406,5.634433618920692,5.645613306665769,5859200
2006-06-26,5.679150104522705,5.707098784906828,5.644214387311737,5.67216306769586,8155200
2006-06-27,5.645613193511963,5.716881835689426,5.621856624068248,5.695920188125962,6917200
2006-06-28,5.647012233734131,5.6749609285953015,5.640025193288093,5.666576160213846,7100800
2006-06-29,5.744829177856445,5.762995899290957,5.651201182534003,5.687534625403028,8560800
2006-06-30,5.782562732696533,5.783959927476501,5.700114380676822,5.743434348856629,9486800
2006-07-03,5.774176597595215,5.797933167845545,5.7420357944962985,5.782561363520659,2915200
2006-07-05,5.762995719909668,5.778366986562417,5.712688205550274,5.74482899904062,6758800
2006-07-06,5.701510429382324,5.771381882029355,5.6721645472090225,5.7574078047307005,5288800
2006-07-07,5.762995719909668,5.785354555949766,5.681944606091378,5.6875344483705765,7476000
2006-07-10,5.817494869232178,5.818892063148295,5.7448285248309645,5.772777200843224,7042800
2006-07-11,5.818894386291504,5.83426619088914,5.793740621145712,5.820292113842308,9216800
2006-07-12,5.821688652038574,5.83706045490335,5.79932981143803,5.834265533193681,8724400
2006-07-13,5.7979350090026855,5.84404990354445,5.778370548963876,5.792345163277311,9643200
2006-07-14,5.814701557159424,5.8314705541758345,5.756009267986783,5.786752873414205,7345200
2006-07-17,5.8202924728393555,5.839856395142374,5.804920667293583,5.8160998230052074,5379600
2006-07-18,5.80631685256958,5.834265536605807,5.771381130793497,5.827278498865953,11680000
2006-07-19,5.869202613830566,5.887369342611106,5.810510843569188,5.834266883986336,6296400
2006-07-20,5.937677383422852,5.951651463317193,5.825882611960205,5.863613267367302,9272400
2006-07-21,5.994970321655273,5.99636751603117,5.941867873065058,5.969816558274478,13218800
2006-07-24,6.013133525848389,6.05365907261004,5.993569615846645,6.008941411727034,11911600
2006-07-25,6.0396857261657715,6.057851911583025,6.004750016103408,6.035493078466179,5723600
2006-07-26,6.036891937255859,6.050866010670169,6.021520136654082,6.04946881655943,10926800
2006-07-27,6.036891937255859,6.083006805984463,6.034097015957651,6.050866010670169,6512800
2006-07-28,6.0089430809021,6.092788585079349,5.992174086681992,6.048070911774587,12248000
2006-07-31,6.028508186340332,6.041085067757215,5.96422658491041,5.987982620321843,9329600
2006-08-01,6.06484317779541,6.085804296766857,5.994971715070012,6.022919873698607,8572000
2006-08-02,6.042483806610107,6.094188535277824,6.028509195431732,6.067637040577365,7305200
2006-08-03,6.0802130699157715,6.123533558867458,6.050867190179227,6.085802913601828,6882000
2006-08-04,6.14169979095459,6.148686828462484,6.101174227101293,6.127725182862009,12728000
2006-08-07,6.0396857261657715,6.158466927147152,6.013134245349332,6.148684970975821,7840000
2006-08-08,6.084406852722168,6.148688467856752,6.066240123896504,6.120739777296562,9622000
2006-08-09,6.099778652191162,6.168252384254347,6.081611923386325,6.120739770279574,4743600
2006-08-10,6.060649394989014,6.105367080130741,6.050867434681565,6.091393003427772,8563200
2006-08-11,6.098379611968994,6.1193412586229385,6.032700283324999,6.057854046079005,9570000
2006-08-14,6.12772274017334,6.1612612531493145,6.098376874492224,6.134710307972578,10012400
2006-08-15,6.169647693634033,6.171044887728158,6.12632721364204,6.155673087309169,6323200
2006-08-16,6.109560012817383,6.201790309332223,6.0997780520564815,6.1906106209901175,5628000
2006-08-17,6.021520614624023,6.137506925784273,6.013135850063843,6.109558776737217,7796800
2006-08-18,6.0941877365112305,6.12073869465474,6.038290365278028,6.050867247151657,9308000
2006-08-21,6.120741367340088,6.148690065160779,6.091395474513045,6.103972361878503,8244000
2006-08-22,6.148689270019531,6.1542791154762115,6.113753535530784,6.14030450183451,6444800
2006-08-23,6.111339092254639,6.2085903727355225,6.087378304575412,6.201543272003747,5648000
2006-08-24,6.187448501586914,6.187448501586914,6.105700635169154,6.132479830551211,4934400
2006-08-25,6.210000038146973,6.221275291645544,6.1536221576761685,6.167716358964212,7574400
2006-08-28,6.229732513427734,6.235370409349142,6.184630421375172,6.21281936332286,9340800
2006-08-29,6.2649641036987305,6.266373307847833,6.1973110137035174,6.222680989659093,6120000
2006-08-30,6.1578474044799805,6.236776292358618,6.153619253620807,6.209997107485414,12617600
2006-08-31,6.2649641036987305,6.277649091676518,6.162074995727325,6.173350241897045,7063600
2006-09-01,6.257918357849121,6.293154383427868,6.229729429854307,6.293154383427868,7832400
