epoch,step,train_loss
0,49,0.11361880600452423
0,99,0.025745317339897156
0,149,0.028838181868195534
0,199,0.036546625196933746
0,249,0.02414248138666153
0,299,0.011982772499322891
0,349,0.011381391435861588
0,399,0.036369360983371735
0,449,0.02940068393945694
