epoch,step,train_loss,val_loss
0,9,0.033139921724796295,
0,19,0.027913378551602364,
0,29,0.0281265489757061,
0,39,0.02494441717863083,
0,49,0.11361880600452423,
0,59,0.04302768409252167,
0,69,0.013125808909535408,
0,79,0.0036791483871638775,
0,89,0.12421435117721558,
0,99,0.025745317339897156,
0,109,0.05579322576522827,
0,119,0.04097892343997955,
0,129,0.08613945543766022,
0,139,0.05803664028644562,
0,149,0.028838181868195534,
0,159,0.06884022802114487,
0,169,0.18638327717781067,
0,179,0.052726585417985916,
0,189,0.0351247638463974,
0,199,0.036546625196933746,
0,209,0.0360015407204628,
0,219,0.08049405366182327,
0,229,0.011158534325659275,
0,239,0.04746492579579353,
0,249,0.02414248138666153,
0,259,0.05864514410495758,
0,269,0.030003610998392105,
0,279,0.4611676037311554,
0,289,0.053329382091760635,
0,299,0.011982772499322891,
0,309,0.03291703015565872,
0,319,0.07511461526155472,
0,329,0.0360785610973835,
0,339,0.014647545292973518,
0,349,0.011381391435861588,
0,359,0.03714587911963463,
0,369,0.06821517646312714,
0,379,0.033811744302511215,
0,389,0.06844351440668106,
0,399,0.036369360983371735,
0,409,0.012756437063217163,
0,419,0.03261992335319519,
0,429,0.026241201907396317,
0,439,0.03720751777291298,
0,449,0.02940068393945694,
0,459,0.038746386766433716,
0,469,0.03021209128201008,
0,479,0.04958862438797951,
0,489,0.1004079207777977,
0,499,0.01808873750269413,
0,509,0.0568695105612278,
0,519,0.014160333201289177,
0,529,0.02499827742576599,
0,539,0.01538976188749075,
0,549,0.044116243720054626,
0,559,0.02440822497010231,
0,569,0.035214781761169434,
0,579,0.05983599275350571,
0,589,0.005533835384994745,
0,599,0.007850756868720055,
0,609,0.03286555036902428,
0,619,0.030020181089639664,
0,629,0.09509388357400894,
0,639,0.011291767470538616,
0,649,0.029677197337150574,
0,659,0.014328379184007645,
0,669,0.02481277845799923,
0,679,0.097911536693573,
0,689,0.03633803874254227,
0,699,0.02206408977508545,
0,709,0.012889210134744644,
0,719,0.12405724823474884,
0,729,0.031679246574640274,
0,739,0.0232801865786314,
0,749,0.009064873680472374,
0,759,0.08680352568626404,
0,760,,0.05528414994478226
1,769,0.050530556589365005,
1,779,0.012635510414838791,
1,789,0.06415750086307526,
1,799,0.008539500646293163,
1,809,0.07341314852237701,
1,819,0.07049547135829926,
1,829,0.030903588980436325,
1,839,0.015258083119988441,
1,849,0.014432576484978199,
1,859,0.03182510286569595,
1,869,0.021808739751577377,
1,879,0.08904262632131577,
1,889,0.0527498722076416,
1,899,0.03047768399119377,
1,909,0.013359270989894867,
1,919,0.07178289443254471,
1,929,0.04160415008664131,
