epoch,step,train_loss,val_loss
0,0,0.06366557627916336,
0,1,0.04054287448525429,
0,2,0.0299006849527359,
0,3,0.21016079187393188,
0,4,0.014092685654759407,
0,5,0.024369969964027405,
0,6,0.07719160616397858,
0,6,,0.037141457200050354
1,7,0.02370297536253929,
1,8,0.034675855189561844,
1,9,0.03143242374062538,
1,10,0.02754870243370533,
1,11,0.11266404390335083,
1,12,0.07309913635253906,
1,13,0.009926220402121544,
1,13,,0.03624029457569122
2,14,0.02310291863977909,
2,15,0.10905308276414871,
2,16,0.037765659391880035,
2,17,0.04909665137529373,
2,18,0.036897312849760056,
2,19,0.013529323972761631,
2,20,0.014623021706938744,
2,20,,0.03550384193658829
3,21,0.0439443439245224,
3,22,0.03842201456427574,
3,23,0.0198892243206501,
3,24,0.011358133517205715,
3,25,0.046883609145879745,
3,26,0.06070321053266525,
3,27,0.025094246491789818,
3,27,,0.034903377294540405
4,28,0.048851270228624344,
4,29,0.03746215999126434,
4,30,0.02542624995112419,
4,31,0.01775098592042923,
4,32,0.05520276352763176,
4,33,0.023213252425193787,
4,34,0.023161455988883972,
4,34,,0.03431138023734093
